DM Sigma Time Sample Downfact
0.00 5.11 219.716881 3355676 1
0.00 7.16 219.73469 3355948 100
0.00 7.34 219.784583 3356710 100
0.00 6.24 219.833625 3357459 70
0.00 7.13 219.884238 3358232 70
0.00 7.68 219.933804 3358989 70
0.00 6.43 219.989262 3359836 100
0.00 6.08 220.039679 3360606 100
0.00 6.78 220.186149 3362843 100
0.00 7.56 220.233881 3363572 100
0.00 9.84 220.282399 3364313 100
0.00 7.35 220.329149 3365027 100
0.00 6.15 220.375833 3365740 100
0.00 7.66 220.419833 3366412 150
0.00 5.44 220.465405 3367108 2
0.00 5.02 220.790101 3372067 1
0.00 5.54 221.330673 3380323 1
0.00 5.52 221.765631 3386966 150
0.00 5.67 222.250417 3394370 70
0.00 6.81 222.330887 3395599 150
0.00 5.03 222.501714 3398208 100
0.00 5.20 222.528821 3398622 1
0.00 5.07 222.649167 3400460 150
0.00 5.27 222.683673 3400987 45
0.00 5.47 222.79878 3402745 1
0.00 5.32 223.134345 3407870 45
0.00 5.08 224.235786 3424692 100
0.00 5.91 224.530952 3429200 100
0.00 5.26 224.577833 3429916 100
0.00 7.11 224.624649 3430631 100
0.00 7.48 224.672185 3431357 150
0.00 5.63 224.718542 3432065 100
0.00 8.06 224.766405 3432796 100
0.00 7.56 224.814137 3433525 150
0.00 5.49 224.860298 3434230 100
0.00 6.06 224.960869 3435766 100
0.00 6.26 225.011351 3436537 100
0.00 6.97 225.060131 3437282 45
0.00 5.05 225.114673 3438115 150
0.00 7.71 225.261208 3440353 100
0.00 5.49 225.264548 3440404 100
0.00 7.47 225.355232 3441789 100
0.00 5.28 225.40303 3442519 100
0.00 6.70 225.450107 3443238 150
0.00 5.78 225.498101 3443971 150
0.00 5.66 225.921208 3450433 45
0.00 5.29 226.254417 3455522 70
0.00 5.02 226.955798 3466234 1
0.00 5.10 227.217833 3470236 1
0.00 5.17 227.606369 3476170 70
0.00 5.29 227.859173 3480031 1
0.00 6.19 229.138839 3499575 150
0.00 5.35 229.211911 3500691 1
0.00 5.13 229.273262 3501628 30
0.00 5.13 229.641762 3507256 1
0.00 6.74 229.808202 3509798 100
0.00 7.63 229.85528 3510517 100
0.00 5.71 229.900131 3511202 45
0.00 8.24 229.995202 3512654 100
0.00 7.72 230.041756 3513365 45
0.00 5.08 230.043262 3513388 45
0.00 7.44 230.091911 3514131 100
0.00 7.41 230.142327 3514901 100
0.00 8.44 230.19222 3515663 100
0.00 5.61 230.195625 3515715 100
0.00 7.24 230.242833 3516436 100
0.00 8.06 230.293774 3517214 100
0.00 7.50 230.34347 3517973 70
0.00 6.05 230.346155 3518014 70
0.00 6.02 230.394411 3518751 100
0.00 7.08 230.445286 3519528 150
0.00 8.09 230.492821 3520254 100
0.00 8.57 230.54206 3521006 100
0.00 7.96 230.589988 3521738 150
0.00 5.58 230.638702 3522482 100
0.00 6.13 230.758786 3524316 70
0.00 5.50 231.784601 3539983 1
0.00 5.07 231.893292 3541643 70
0.00 5.20 231.94397 3542417 70
0.00 5.09 232.09378 3544705 70
0.00 5.07 232.101244 3544819 2
0.00 5.04 232.294137 3547765 45
0.00 5.02 232.745333 3554656 1
0.00 5.23 233.070357 3559620 1
0.00 5.40 233.262464 3562554 70
0.00 5.15 233.330625 3563595 1
0.00 5.18 234.296202 3578342 45
0.00 6.94 234.642702 3583634 100
0.00 8.26 234.689452 3584348 100
0.00 5.02 234.692857 3584400 100
0.00 5.26 234.761738 3585452 70
0.00 9.79 234.831405 3586516 100
0.00 7.70 234.87822 3587231 100
0.00 5.30 234.927393 3587982 150
0.00 7.54 234.973554 3588687 100
0.00 6.53 235.023512 3589450 100
0.00 7.31 235.076024 3590252 150
0.00 6.85 235.123036 3590970 45
0.00 6.44 235.178494 3591817 100
0.00 9.57 235.228518 3592581 100
0.00 6.04 235.231857 3592632 100
0.00 8.51 235.280048 3593368 100
0.00 7.30 235.330988 3594146 70
0.00 7.16 235.379702 3594890 100
0.00 6.87 235.427238 3595616 150
0.00 7.86 235.472482 3596307 100
0.00 6.56 235.518643 3597012 150
0.00 6.72 235.564083 3597706 30
0.00 9.83 235.615155 3598486 100
0.00 5.98 235.99747 3604325 70
0.00 5.10 236.180607 3607122 45
0.00 5.23 236.401327 3610493 1
0.00 5.12 236.647911 3614259 45
0.00 5.98 236.789143 3616416 1
0.00 5.29 237.080185 3620861 1
0.00 5.48 237.754655 3631162 1
0.00 5.29 238.105411 3636519 1
0.00 5.07 238.169577 3637499 1
0.00 5.33 238.265827 3638969 1
0.00 5.29 239.084149 3651467 9
0.00 6.60 239.533054 3658323 100
0.00 5.00 239.536458 3658375 100
0.00 6.24 239.768768 3661923 45
0.00 6.28 239.881714 3663648 150
0.00 5.18 239.918774 3664214 1
0.00 7.57 239.928071 3664356 150
0.00 7.40 240.02072 3665771 150
0.00 6.73 240.068256 3666497 100
0.00 7.52 240.11697 3667241 70
0.00 6.75 240.164899 3667973 150
0.00 6.57 240.210929 3668676 100
0.00 5.72 240.261018 3669441 100
0.00 6.00 240.313071 3670236 150
0.00 8.54 240.36375 3671010 150
0.00 6.54 240.414298 3671782 100
0.00 6.73 240.465762 3672568 100
0.00 7.77 240.516113 3673337 150
0.00 6.21 240.566661 3674109 100
0.00 6.89 240.61197 3674801 70
0.00 6.00 240.659899 3675533 100
0.00 6.66 240.705143 3676224 150
0.00 7.69 240.753988 3676970 100
0.00 5.21 240.799887 3677671 100
0.00 7.46 240.848536 3678414 150
0.00 5.16 240.953494 3680017 20
0.00 5.19 241.372214 3686412 1
0.00 5.16 241.955345 3695318 1
0.00 5.26 242.008185 3696125 1
0.00 5.08 242.702952 3706736 100
0.00 5.59 242.817798 3708490 1
0.00 5.77 243.587863 3720251 45
0.00 5.91 243.972601 3726127 9
0.00 5.28 244.03644 3727102 1
0.00 6.26 244.605298 3735790 70
0.00 5.63 244.778024 3738428 45
0.00 7.97 244.826476 3739168 150
0.00 8.63 244.87375 3739890 100
0.00 9.01 244.921548 3740620 100
0.00 6.27 244.968887 3741343 150
0.00 5.34 245.015768 3742059 150
0.00 6.21 245.060554 3742743 70
0.00 8.79 245.107762 3743464 100
0.00 5.91 245.160994 3744277 150
0.00 5.95 245.211345 3745046 150
0.00 6.72 245.26222 3745823 100
0.00 6.97 245.314077 3746615 70
0.00 6.28 245.366524 3747416 100
0.00 5.20 245.445881 3748628 1
0.00 6.18 245.468798 3748978 150
0.00 7.06 245.514304 3749673 100
0.00 7.87 245.559744 3750367 70
0.00 5.22 245.607476 3751096 70
0.00 6.86 245.655863 3751835 100
0.00 9.40 245.701435 3752531 150
0.00 5.54 245.747857 3753240 70
0.00 5.70 245.772673 3753619 70
0.00 5.15 245.940619 3756184 70
0.00 5.63 246.087482 3758427 150
0.00 5.31 246.558518 3765621 100
0.00 5.31 247.048214 3773100 1
0.00 5.47 247.724256 3783425 100
0.00 5.12 247.77369 3784180 1
0.00 5.19 248.04247 3788285 70
0.00 5.60 248.193589 3790593 150
0.00 5.05 248.420923 3794065 1
0.00 5.08 248.591619 3796672 1
0.00 5.32 249.001238 3802928 1
0.00 5.36 249.44222 3809663 100
0.00 5.19 249.492048 3810424 150
0.00 5.53 249.583387 3811819 1
0.00 5.65 249.920196 3816963 1
0.00 7.40 250.013304 3818385 100
0.00 6.71 250.059923 3819097 100
0.00 7.19 250.108899 3819845 150
0.00 7.57 250.154667 3820544 100
0.00 6.75 250.200565 3821245 100
0.00 5.65 250.249214 3821988 150
0.00 6.86 250.297732 3822729 150
0.00 9.25 250.343435 3823427 100
0.00 6.41 250.396994 3824245 70
0.00 5.43 250.448851 3825037 100
0.00 6.01 250.497762 3825784 45
0.00 5.84 250.54831 3826556 150
0.00 5.18 250.615095 3827576 150
0.00 5.07 250.653071 3828156 100
0.00 5.44 250.679131 3828554 45
0.00 5.48 250.702048 3828904 70
0.00 8.22 250.748863 3829619 100
0.00 8.29 250.796399 3830345 100
0.00 5.84 250.843673 3831067 100
0.00 6.42 250.890815 3831787 100
0.00 9.27 250.937435 3832499 100
0.00 5.13 250.983661 3833205 150
0.00 5.06 251.085542 3834761 1
0.00 5.77 251.36303 3838999 45
0.00 6.03 252.265161 3852777 2
0.00 5.02 253.915815 3877987 1
0.00 5.33 254.030857 3879744 1
0.00 5.61 254.399095 3885368 100
0.00 8.50 254.916881 3893276 100
0.00 8.24 254.964744 3894007 100
0.00 5.36 255.011429 3894720 100
0.00 7.14 255.057655 3895426 70
0.00 7.26 255.102899 3896117 70
0.00 7.26 255.151744 3896863 100
0.00 6.31 255.198887 3897583 100
0.00 6.34 255.246881 3898316 150
0.00 5.23 255.296185 3899069 100
0.00 6.88 255.34647 3899837 100
0.00 6.46 255.395774 3900590 45
0.00 7.26 255.448417 3901394 100
0.00 7.71 255.49975 3902178 100
0.00 5.67 255.549185 3902933 100
0.00 7.06 255.601107 3903726 100
0.00 7.82 255.647857 3904440 100
0.00 5.96 255.741357 3905868 100
0.00 5.04 255.768399 3906281 70
0.00 6.63 255.78981 3906608 100
0.00 5.24 255.801792 3906791 1
0.00 6.82 255.83525 3907302 45
0.00 7.31 255.883637 3908041 100
0.00 6.38 256.252988 3913682 45
0.00 5.31 257.472089 3932301 70
0.00 5.19 257.937036 3939402 150
0.00 5.40 258.423589 3946833 150
0.00 5.06 258.657601 3950407 70
0.00 5.11 259.464857 3962736 1
0.00 5.26 259.717857 3966600 1
0.00 5.08 260.092446 3972321 45
0.00 6.32 260.14797 3973169 150
0.00 5.90 260.195506 3973895 100
0.00 8.03 260.242452 3974612 100
0.00 7.22 260.290185 3975341 100
0.00 5.15 260.359589 3976401 70
0.00 8.12 260.383423 3976765 100
0.00 7.41 260.42906 3977462 100
0.00 8.60 260.47653 3978187 100
0.00 8.69 260.527339 3978963 100
0.00 6.02 260.530679 3979014 100
0.00 8.76 260.57828 3979741 100
0.00 6.98 260.628958 3980515 100
0.00 6.24 260.681012 3981310 150
0.00 5.75 260.781649 3982847 100
0.00 6.18 260.836125 3983679 100
0.00 8.31 260.929101 3985099 100
0.00 8.72 260.976375 3985821 100
0.00 5.47 261.024369 3986554 100
0.00 8.78 261.073018 3987297 100
0.00 5.46 261.464893 3993282 150
0.00 5.26 261.795024 3998324 20
0.00 5.34 261.833524 3998912 1
0.00 5.04 261.879292 3999611 45
0.00 5.24 261.93056 4000394 70
0.00 5.20 262.317131 4006298 1
0.00 5.41 262.878982 4014879 70
0.00 5.01 262.941839 4015839 1
0.00 6.67 263.048631 4017470 150
0.00 5.08 263.398536 4022814 70
0.00 5.29 264.634595 4041692 100
0.00 5.33 265.055673 4048123 14
0.00 6.07 265.103601 4048855 70
0.00 7.20 265.151202 4049582 100
0.00 7.82 265.199524 4050320 150
0.00 5.40 265.245357 4051020 100
0.00 7.33 265.292238 4051736 100
0.00 5.92 265.338202 4052438 70
0.00 8.91 265.385149 4053155 70
0.00 7.60 265.43681 4053944 100
0.00 8.40 265.486506 4054703 70
0.00 5.86 265.488994 4054741 70
0.00 9.63 265.53856 4055498 100
0.00 5.21 265.590482 4056291 100
0.00 5.39 265.642012 4057078 100
0.00 6.67 265.689613 4057805 150
0.00 6.10 265.74206 4058606 45
0.00 6.70 265.789923 4059337 150
0.00 6.10 265.836869 4060054 70
0.00 7.90 265.884994 4060789 100
0.00 7.88 265.933446 4061529 150
0.00 7.30 265.978298 4062214 100
0.00 5.48 266.02269 4062892 45
0.00 5.47 267.215208 4081105 1
0.00 5.04 267.622732 4087329 1
0.00 6.21 267.990446 4092945 1
0.00 5.14 268.123625 4094979 30
0.00 6.12 268.475298 4100350 45
0.00 5.88 268.808571 4105440 100
0.00 6.21 268.94031 4107452 100
0.10 10.06 0.028155 430 14
0.10 11.24 0.058405 892 14
0.10 7.43 0.088655 1354 9
0.10 6.90 0.149417 2282 14
0.10 10.08 0.179667 2744 9
0.10 5.05 0.179994 2749 9
0.10 9.21 0.209982 3207 14
0.10 8.34 0.240101 3667 14
0.10 9.93 0.27022 4127 9
0.10 5.27 0.270548 4132 9
0.10 7.30 0.300208 4585 9
0.10 7.27 0.330327 5045 6
0.10 9.85 0.391155 5974 14
0.10 5.80 0.391679 5982 14
0.10 9.99 0.421339 6435 6
0.10 5.19 0.458988 7010 2
0.10 9.54 0.482101 7363 14
0.10 9.68 0.542405 8284 6
0.10 8.19 0.572786 8748 14
0.10 8.34 0.602643 9204 6
0.10 5.83 0.72325 11046 9
0.10 7.83 0.783946 11973 14
0.10 6.52 0.844381 12896 14
0.10 5.76 0.898399 13721 100
0.10 5.39 0.904619 13816 14
0.10 10.79 0.934411 14271 9
0.10 6.23 0.934738 14276 9
0.10 6.22 0.944363 14423 100
0.10 7.25 0.964595 14732 4
0.10 7.36 0.992619 15160 100
0.10 10.04 1.05469 16108 14
0.10 5.30 1.08494 16570 14
0.10 10.57 1.115125 17031 14
0.10 8.29 1.14544 17494 14
0.10 6.32 1.206137 18421 9
0.10 5.91 1.236714 18888 14
0.10 10.08 1.297738 19820 14
0.10 5.50 1.335714 20400 70
0.10 6.51 1.359024 20756 30
0.10 8.30 1.389208 21217 30
0.10 8.80 1.419196 21675 14
0.10 7.24 1.449119 22132 4
0.10 10.72 1.479631 22598 14
0.10 5.22 1.480155 22606 14
0.10 7.35 1.492923 22801 100
0.10 8.69 1.509554 23055 14
0.10 7.28 1.544387 23587 150
0.10 8.75 1.570185 23981 14
0.10 7.88 1.59225 24318 150
0.10 6.05 1.600173 24439 3
0.10 12.19 1.630815 24907 14
0.10 12.93 1.661262 25372 20
0.10 9.93 1.691839 25839 14
0.10 8.75 1.722089 26301 9
0.10 6.80 1.731125 26439 100
0.10 10.17 1.780429 27192 100
0.10 5.19 1.783833 27244 100
0.10 6.58 1.827179 27906 100
0.10 6.38 1.846298 28198 100
0.10 5.46 1.87406 28622 14
0.10 6.22 1.90431 29084 14
0.10 9.10 1.93469 29548 9
0.10 8.16 1.994863 30467 20
0.10 11.90 2.025571 30936 14
0.10 5.40 2.055494 31393 4
0.10 10.64 2.116518 32325 9
0.10 8.18 2.116845 32330 9
0.10 5.75 2.17669 33244 4
0.10 10.36 2.207071 33708 14
0.10 8.89 2.237452 34172 9
0.10 9.74 2.26744 34630 9
0.10 5.84 2.267768 34635 9
0.10 5.76 2.297887 35095 6
0.10 11.52 2.328792 35567 9
0.10 7.74 2.359565 36037 9
0.10 5.18 2.390077 36503 20
0.10 10.67 2.421375 36981 9
0.10 6.97 2.421702 36986 9
0.10 8.43 2.45228 37453 9
0.10 5.55 2.452607 37458 6
0.10 8.87 2.513762 38392 6
0.10 6.42 2.54447 38861 20
0.10 12.55 2.575113 39329 14
0.10 9.95 2.605494 39793 14
0.10 9.05 2.635613 40253 9
0.10 6.65 2.666321 40722 14
0.10 9.09 2.696899 41189 14
0.10 6.53 2.727476 41656 14
0.10 9.51 2.757857 42120 14
0.10 10.33 2.788565 42589 9
0.10 7.57 2.819012 43054 14
0.10 5.11 2.87925 43974 14
0.10 6.00 2.909304 44433 9
0.10 9.42 2.939619 44896 20
0.10 7.36 2.969804 45357 9
0.10 6.94 3.000054 45819 9
0.10 6.23 3.030238 46280 9
0.10 11.32 3.121119 47668 9
0.10 7.19 3.121446 47673 9
0.10 11.12 3.151304 48129 14
0.10 6.88 3.181423 48589 6
0.10 12.50 3.211673 49051 14
0.10 11.25 3.271452 49964 6
0.10 5.70 3.271714 49968 6
0.10 13.15 3.301702 50426 14
0.10 9.94 3.331821 50886 9
0.10 7.87 3.36194 51346 9
0.10 7.27 3.39206 51806 6
0.10 5.69 3.45269 52732 6
0.10 7.61 3.482875 53193 6
0.10 12.05 3.512929 53652 14
0.10 5.03 3.513452 53660 14
0.10 8.26 3.543113 54113 14
0.10 6.09 3.573363 54575 14
0.10 5.66 3.603482 55035 14
0.10 10.10 3.633863 55499 14
0.10 10.61 3.663982 55959 14
0.10 7.18 3.694036 56418 9
0.10 10.33 3.724482 56883 14
0.10 7.93 3.754929 57348 14
0.10 14.75 3.845482 58731 14
0.10 8.87 3.875274 59186 9
0.10 12.64 3.905589 59649 14
0.10 6.05 3.935446 60105 9
0.10 7.79 3.965435 60563 4
0.10 8.64 3.995619 61024 6
0.10 12.05 4.025804 61485 14
0.10 7.68 4.055595 61940 9
0.10 9.10 4.116095 62864 14
0.10 13.18 4.17653 63787 14
0.10 11.74 4.206845 64250 9
0.10 5.57 4.23703 64711 9
0.10 7.48 4.267738 65180 14
0.10 9.70 4.298512 65650 14
0.10 6.62 4.299036 65658 14
0.10 11.46 4.328435 66107 14
0.10 5.57 4.328958 66115 14
0.10 10.97 4.389589 67041 14
0.10 11.14 4.419774 67502 14
0.10 6.91 4.449762 67960 14
0.10 7.18 4.479881 68420 14
0.10 13.14 4.539923 69337 14
0.10 5.68 4.540446 69345 14
0.10 13.56 4.600095 70256 14
0.10 8.19 4.630214 70716 14
0.10 8.53 4.69006 71630 9
0.10 5.51 4.690387 71635 9
0.10 9.32 4.720113 72089 6
0.10 5.73 4.720375 72093 6
0.10 9.28 4.750429 72552 9
0.10 7.82 4.780286 73008 14
0.10 13.10 4.900107 74838 14
0.10 14.65 4.930357 75300 14
0.10 6.86 4.930881 75308 14
0.10 9.27 4.960673 75763 14
0.10 6.47 4.990792 76223 9
0.10 5.14 4.999304 76353 70
0.10 7.03 5.021304 76689 14
0.10 8.21 5.051685 77153 6
0.10 13.61 5.082262 77620 14
0.10 5.30 5.082786 77628 14
0.10 12.66 5.112577 78083 9
0.10 9.01 5.142958 78547 14
0.10 5.53 5.143482 78555 14
0.10 6.99 5.173732 79017 14
0.10 10.02 5.204113 79481 14
0.10 7.28 5.264744 80407 6
0.10 9.35 5.295387 80875 14
0.10 6.26 5.326095 81344 14
0.10 8.32 5.356476 81808 9
0.10 5.79 5.356804 81813 9
0.10 8.04 5.387512 82282 14
0.10 6.04 5.41881 82760 14
0.10 6.68 5.449845 83234 6
0.10 8.26 5.480619 83704 14
0.10 6.90 5.541708 84637 9
0.10 5.54 5.572351 85105 4
0.10 7.06 5.602667 85568 14
0.10 8.98 5.633113 86033 9
0.10 5.80 5.63344 86038 9
0.10 8.05 5.664018 86505 9
0.10 6.19 5.694399 86969 14
0.10 10.16 5.724911 87435 9
0.10 7.41 5.755488 87902 9
0.10 9.16 5.81697 88841 9
0.10 12.15 5.847613 89309 9
0.10 5.98 5.908637 90241 20
0.10 5.42 5.969595 91172 14
0.10 5.09 6.016083 91882 100
0.10 7.92 6.030881 92108 9
0.10 10.93 6.061262 92572 9
0.10 5.32 6.091905 93040 100
0.10 5.49 6.137673 93739 100
0.10 8.85 6.184226 94450 9
0.10 9.93 6.215196 94923 9
0.10 8.06 6.232613 95189 100
0.10 6.27 6.27897 95897 100
0.10 5.94 6.307518 96333 14
0.10 5.91 6.328667 96656 150
0.10 6.54 6.374173 97351 45
0.10 10.61 6.400429 97752 9
0.10 6.16 6.421708 98077 100
0.10 8.44 6.431661 98229 14
0.10 5.99 6.475661 98901 100
0.10 9.98 6.493732 99177 9
0.10 9.07 6.524244 99643 30
0.10 7.12 6.525292 99659 30
0.10 7.38 6.555345 100118 9
0.10 5.53 6.57597 100433 100
0.10 11.66 6.586381 100592 9
0.10 6.94 6.616762 101056 9
0.10 9.25 6.678375 101997 20
0.10 5.92 6.708887 102463 9
0.10 7.68 6.739399 102929 9
0.10 11.36 6.769911 103395 20
0.10 6.67 6.783595 103604 70
0.10 10.34 6.800095 103856 9
0.10 11.04 6.828185 104285 100
0.10 8.63 6.831655 104338 100
0.10 5.47 6.860661 104781 6
0.10 7.47 6.890649 105239 6
0.10 9.65 6.920964 105702 70
0.10 5.32 6.923321 105738 70
0.10 11.33 6.951476 106168 9
0.10 9.39 6.968631 106430 100
0.10 8.92 6.981726 106630 14
0.10 7.52 7.014923 107137 100
0.10 6.59 7.063113 107873 100
0.10 11.96 7.072738 108020 14
0.10 11.52 7.103315 108487 14
0.10 7.64 7.133827 108953 14
0.10 9.40 7.164077 109415 14
0.10 7.33 7.225232 110349 14
0.10 6.11 7.255613 110813 14
0.10 11.01 7.28619 111280 9
0.10 11.58 7.316571 111744 14
0.10 7.25 7.317095 111752 14
0.10 7.93 7.377333 112672 9
0.10 10.40 7.407976 113140 14
0.10 8.13 7.438292 113603 6
0.10 13.89 7.469131 114074 14
0.10 11.01 7.499512 114538 14
0.10 7.83 7.529893 115002 4
0.10 8.99 7.560667 115472 9
0.10 8.25 7.591244 115939 9
0.10 9.82 7.621625 116403 6
0.10 6.17 7.683304 117345 9
0.10 7.96 7.713488 117806 14
0.10 5.23 7.744065 118273 14
0.10 6.75 7.774708 118741 20
0.10 6.14 7.805744 119215 9
0.10 8.47 7.835994 119677 30
0.10 6.54 7.867292 120155 20
0.10 5.68 7.898 120624 6
0.10 5.01 7.901405 120676 70
0.10 8.87 7.928446 121089 14
0.10 7.80 7.958893 121554 9
0.10 8.12 7.989208 122017 4
0.10 9.02 8.01972 122483 6
0.10 8.69 8.05056 122954 9
0.10 11.26 8.080613 123413 14
0.10 7.67 8.111125 123879 14
0.10 5.11 8.140982 124335 6
0.10 5.22 8.170446 124785 45
0.10 8.16 8.201875 125265 14
0.10 6.62 8.23206 125726 4
0.10 7.76 8.262179 126186 3
0.10 8.07 8.292952 126656 14
0.10 8.12 8.323006 127115 9
0.10 7.09 8.383768 128043 14
0.10 9.10 8.474911 129435 14
0.10 9.17 8.535607 130362 14
0.10 6.65 8.5965 131292 14
0.10 6.07 8.657589 132225 14
0.10 7.97 8.68797 132689 9
0.10 5.29 8.688298 132694 9
0.10 6.79 8.718155 133150 6
0.10 11.76 8.748798 133618 14
0.10 5.02 8.804649 134471 2
0.10 9.17 8.839548 135004 14
0.10 12.04 8.869601 135463 9
0.10 5.41 8.899917 135926 14
0.10 8.82 8.930429 136392 14
0.10 9.70 8.960679 136854 14
0.10 9.72 8.990732 137313 9
0.10 9.25 9.020982 137775 9
0.10 6.83 9.051232 138237 14
0.10 9.72 9.081417 138698 14
0.10 10.18 9.111405 139156 14
0.10 6.22 9.111929 139164 14
0.10 10.23 9.141655 139618 14
0.10 13.54 9.171315 140071 14
0.10 5.63 9.171839 140079 14
0.10 6.25 9.201304 140529 9
0.10 6.67 9.231226 140986 9
0.10 5.06 9.247137 141229 2
0.10 7.30 9.261018 141441 4
0.10 6.45 9.291464 141906 14
0.10 6.11 9.321911 142371 6
0.10 6.81 9.381887 143287 9
0.10 8.96 9.472637 144673 9
0.10 6.13 9.472964 144678 9
0.10 14.02 9.503214 145140 14
0.10 5.89 9.503738 145148 14
0.10 5.25 9.534119 145612 14
0.10 6.98 9.564042 146069 9
0.10 8.40 9.594685 146537 9
0.10 6.24 9.625524 147008 9
0.10 7.36 9.655643 147468 6
0.10 11.63 9.686417 147938 9
0.10 10.39 9.716798 148402 14
0.10 8.25 9.747113 148865 14
0.10 11.21 9.777298 149326 14
0.10 6.51 9.807417 149786 6
0.10 10.94 9.837929 150252 6
0.10 5.83 9.83819 150256 6
0.10 10.30 9.868571 150720 9
0.10 10.73 9.898887 151183 14
0.10 7.39 9.929399 151649 14
0.10 5.55 9.959845 152114 9
0.10 9.61 9.990815 152587 14
0.10 7.54 10.021458 153055 9
0.10 5.01 10.054393 153558 70
0.10 10.38 10.083399 154001 9
0.10 8.67 10.114238 154472 9
0.10 10.51 10.144946 154941 9
0.10 8.99 10.206036 155874 14
0.10 15.21 10.236613 156341 14
0.10 8.02 10.237137 156349 14
0.10 7.22 10.266863 156803 14
0.10 7.48 10.297506 157271 6
0.10 7.56 10.32828 157741 9
0.10 9.91 10.359512 158218 14
0.10 8.49 10.390351 158689 6
0.10 8.24 10.421649 159167 20
0.10 12.15 10.453143 159648 14
0.10 5.42 10.453667 159656 14
0.10 8.09 10.484048 160120 14
0.10 7.80 10.515149 160595 9
0.10 5.37 10.571851 161461 70
0.10 6.25 10.606095 161984 70
0.10 10.19 10.637851 162469 9
0.10 5.15 10.638179 162474 9
0.10 6.97 10.668429 162936 14
0.10 5.32 10.698417 163394 6
0.10 8.95 10.759179 164322 14
0.10 9.60 10.819679 165246 9
0.10 12.73 10.849929 165708 14
0.10 7.04 10.880113 166169 14
0.10 5.49 10.910429 166632 14
0.10 8.31 10.940286 167088 9
0.10 5.48 10.970732 167553 6
0.10 5.92 11.030315 168463 9
0.10 6.89 11.060173 168919 9
0.10 9.03 11.090161 169377 14
0.10 8.43 11.120411 169839 9
0.10 6.44 11.120738 169844 9
0.10 10.47 11.150464 170298 14
0.10 8.81 11.18078 170761 14
0.10 9.89 11.211292 171227 14
0.10 7.12 11.223994 171421 100
0.10 7.75 11.241804 171693 14
0.10 10.85 11.27225 172158 14
0.10 5.74 11.31769 172852 100
0.10 11.81 11.33275 173082 14
0.10 12.03 11.363196 173547 14
0.10 9.87 11.393446 174009 14
0.10 9.04 11.423435 174467 9
0.10 7.47 11.457613 174989 150
0.10 8.54 11.483476 175384 9
0.10 8.28 11.505083 175714 70
0.10 5.03 11.507506 175751 45
0.10 9.51 11.513857 175848 4
0.10 9.12 11.543911 176307 14
0.10 6.92 11.555893 176490 100
0.10 11.43 11.574226 176770 14
0.10 8.62 11.604738 177236 14
0.10 9.92 11.635119 177700 9
0.10 6.35 11.657643 178044 45
0.10 5.71 11.665565 178165 4
0.10 10.40 11.696601 178639 9
0.10 5.73 11.707863 178811 70
0.10 11.92 11.726917 179102 9
0.10 7.97 11.758149 179579 30
0.10 7.53 11.788202 180038 14
0.10 5.97 11.810792 180383 150
0.10 5.14 11.860095 181136 150
0.10 9.59 11.879738 181436 14
0.10 8.90 11.909988 181898 9
0.10 5.56 11.940958 182371 6
0.10 5.82 11.957589 182625 100
0.10 8.96 11.971012 182830 9
0.10 13.56 12.001786 183300 14
0.10 6.67 12.005321 183354 70
0.10 9.36 12.063137 184237 14
0.10 10.49 12.093452 184700 6
0.10 5.28 12.094107 184710 6
0.10 5.10 12.097905 184768 70
0.10 7.73 12.142429 185448 70
0.10 5.12 12.144851 185485 70
0.10 8.69 12.155131 185642 14
0.10 6.30 12.216286 186576 9
0.10 12.37 12.246929 187044 9
0.10 8.72 12.247256 187049 9
0.10 7.44 12.277768 187515 14
0.10 7.71 12.308542 187985 14
0.10 9.67 12.339315 188455 14
0.10 10.58 12.370089 188925 14
0.10 5.37 12.40106 189398 6
0.10 11.02 12.462542 190337 9
0.10 8.10 12.49325 190806 9
0.10 7.07 12.524089 191277 14
0.10 9.84 12.58544 192214 14
0.10 6.09 12.64653 193147 6
0.10 6.35 12.677304 193617 9
0.10 7.28 12.738851 194557 9
0.10 7.20 12.769756 195029 6
0.10 8.27 12.800661 195501 6
0.10 10.42 12.831565 195973 9
0.10 6.86 12.831893 195978 9
0.10 6.72 12.862274 196442 6
0.10 10.04 12.89331 196916 14
0.10 5.31 12.924214 197388 9
0.10 11.30 12.95453 197851 6
0.10 10.18 12.985631 198326 9
0.10 8.61 13.015685 198785 9
0.10 9.61 13.046262 199252 14
0.10 5.61 13.076512 199714 9
0.10 5.51 13.089869 199918 4
0.10 7.04 13.106631 200174 6
0.10 6.27 13.137143 200640 14
0.10 7.45 13.197512 201562 9
0.10 6.24 13.227827 202025 9
0.10 11.38 13.257881 202484 14
0.10 7.47 13.317988 203402 6
0.10 7.68 13.348173 203863 14
0.10 9.31 13.378226 204322 9
0.10 5.44 13.408542 204785 20
0.10 10.58 13.438661 205245 14
0.10 6.61 13.468256 205697 3
0.10 5.33 13.498702 206162 9
0.10 9.14 13.529345 206630 14
0.10 10.21 13.55953 207091 14
0.10 9.48 13.589714 207552 9
0.10 8.75 13.650411 208479 9
0.10 5.54 13.650738 208484 9
0.10 13.71 13.680792 208943 14
0.10 13.66 13.741357 209868 14
0.10 11.27 13.771411 210327 9
0.10 10.16 13.801595 210788 9
0.10 8.78 13.831649 211247 14
