DM Sigma Time Sample Downfact
0.10 9.49 13.861833 211708 9
0.10 11.21 13.892345 212174 14
0.10 8.57 13.922857 212640 14
0.10 6.90 13.953107 213102 9
0.10 5.09 13.984143 213576 14
0.10 8.91 14.014524 214040 14
0.10 8.71 14.045101 214507 9
0.10 12.27 14.076137 214981 14
0.10 6.62 14.076661 214989 14
0.10 8.96 14.10678 215449 9
0.10 5.86 14.107107 215454 9
0.10 10.27 14.137619 215920 14
0.10 12.42 14.168196 216387 14
0.10 7.49 14.198577 216851 9
0.10 6.08 14.229089 217317 6
0.10 11.32 14.259601 217783 14
0.10 9.61 14.290048 218248 14
0.10 6.72 14.320625 218715 14
0.10 9.25 14.35081 219176 9
0.10 9.23 14.38119 219640 6
0.10 5.68 14.411899 220109 14
0.10 10.67 14.442673 220579 20
0.10 7.98 14.473119 221044 9
0.10 5.14 14.473446 221049 9
0.10 11.64 14.503827 221513 14
0.10 7.08 14.565113 222449 14
0.10 8.35 14.595429 222912 14
0.10 6.66 14.68631 224300 6
0.10 9.92 14.716887 224767 14
0.10 7.04 14.746875 225225 6
0.10 7.37 14.777387 225691 14
0.10 10.22 14.807768 226155 14
0.10 6.24 14.83756 226610 9
0.10 10.82 14.867875 227073 6
0.10 6.35 14.928048 227992 9
0.10 10.41 14.958494 228457 14
0.10 5.60 14.98881 228920 3
0.10 7.88 15.019518 229389 14
0.10 13.79 15.050161 229857 9
0.10 5.17 15.050488 229862 9
0.10 6.00 15.080476 230320 14
0.10 10.69 15.140518 231237 6
0.10 11.08 15.20056 232154 9
0.10 6.20 15.200887 232159 9
0.10 7.65 15.230417 232610 14
0.10 5.50 15.260143 233064 20
0.10 6.56 15.289935 233519 9
0.10 10.26 15.349387 234427 14
0.10 8.61 15.379179 234882 14
0.10 9.84 15.409036 235338 14
0.10 7.19 15.438762 235792 9
0.10 11.93 15.468488 236246 9
0.10 8.18 15.468815 236251 9
0.10 8.38 15.498542 236705 14
0.10 11.04 15.52853 237163 14
0.10 6.07 15.558125 237615 14
0.10 11.04 15.617446 238521 14
0.10 5.08 15.625762 238648 70
0.10 6.84 15.676702 239426 9
0.10 9.41 15.706429 239880 9
0.10 7.13 15.73622 240335 14
0.10 7.68 15.826185 241709 14
0.10 7.97 15.856042 242165 14
0.10 7.87 15.916214 243084 9
0.10 5.72 15.916542 243089 9
0.10 5.77 15.976714 244008 9
0.10 10.93 16.007095 244472 14
0.10 7.89 16.037411 244935 9
0.10 8.19 16.067857 245400 14
0.10 6.37 16.128946 246333 9
0.10 12.09 16.15972 246803 14
0.10 7.17 16.160244 246811 14
0.10 7.52 16.190101 247267 14
0.10 5.85 16.220875 247737 14
0.10 7.86 16.251518 248205 4
0.10 6.58 16.281768 248667 14
0.10 5.16 16.312345 249134 2
0.10 6.75 16.342661 249597 6
0.10 5.86 16.373238 250064 14
0.10 6.99 16.403488 250526 9
0.10 5.37 16.451744 251263 30
0.10 10.62 16.464381 251456 9
0.10 6.27 16.464708 251461 9
0.10 8.19 16.494958 251923 9
0.10 5.25 16.500786 252012 100
0.10 8.95 16.525667 252392 9
0.10 5.10 16.54472 252683 20
0.10 6.92 16.587214 253332 9
0.10 7.40 16.593893 253434 100
0.10 5.49 16.617988 253802 6
0.10 9.25 16.648762 254272 9
0.10 10.56 16.679798 254746 9
0.10 7.79 16.710637 255217 14
0.10 7.67 16.738268 255639 150
0.10 13.64 16.803613 256637 14
0.10 9.13 16.834321 257106 9
0.10 5.81 16.865292 257579 9
0.10 7.45 16.891417 257978 150
0.10 6.42 16.938232 258693 70
0.10 7.38 16.990875 259497 100
0.10 10.73 17.020143 259944 9
0.10 6.87 17.041619 260272 100
0.10 8.54 17.051702 260426 14
0.10 6.21 17.082476 260896 6
0.10 5.50 17.09125 261030 70
0.10 7.33 17.113643 261372 9
0.10 9.99 17.144679 261846 9
0.10 8.46 17.175976 262324 6
0.10 6.48 17.185863 262475 100
0.10 11.16 17.207339 262803 14
0.10 9.68 17.238244 263275 9
0.10 6.60 17.269542 263753 14
0.10 5.82 17.27969 263908 100
0.10 7.34 17.300577 264227 9
0.10 7.48 17.328012 264646 150
0.10 10.38 17.363369 265186 9
0.10 6.90 17.374565 265357 150
0.10 9.58 17.393881 265652 9
0.10 10.05 17.425048 266128 14
0.10 6.69 17.456018 266601 14
0.10 7.53 17.517304 267537 4
0.10 10.09 17.548143 268008 14
0.10 8.98 17.579113 268481 14
0.10 8.59 17.640464 269418 14
0.10 11.38 17.701881 270356 9
0.10 5.81 17.732786 270828 6
0.10 9.97 17.76297 271289 9
0.10 13.25 17.793548 271756 14
0.10 5.58 17.794071 271764 14
0.10 6.07 17.823863 272219 6
0.10 9.29 17.85444 272686 6
0.10 9.05 17.885018 273153 9
0.10 10.89 17.915792 273623 14
0.10 11.40 17.946173 274087 14
0.10 8.98 17.977077 274559 9
0.10 7.80 18.007589 275025 14
0.10 8.89 18.13003 276895 9
0.10 8.47 18.160476 277360 14
0.10 9.26 18.190923 277825 9
0.10 6.88 18.221827 278297 4
0.10 8.36 18.25175 278754 9
0.10 5.44 18.282851 279229 3
0.10 8.88 18.313232 279693 9
0.10 9.42 18.34394 280162 6
0.10 5.22 18.344202 280166 6
0.10 8.03 18.374387 280627 9
0.10 5.12 18.394619 280936 30
0.10 8.81 18.404964 281094 9
0.10 9.51 18.435542 281561 9
0.10 9.99 18.46625 282030 14
0.10 11.70 18.496696 282495 9
0.10 7.00 18.527143 282960 9
0.10 10.26 18.55772 283427 14
0.10 8.26 18.587839 283887 4
0.10 6.80 18.618286 284352 14
0.10 12.97 18.648732 284817 14
0.10 7.65 18.709429 285744 6
0.10 5.46 18.771173 286687 14
0.10 10.15 18.801619 287152 9
0.10 8.66 18.832393 287622 4
0.10 6.86 18.863232 288093 14
0.10 7.58 18.89381 288560 14
0.10 5.25 18.894333 288568 14
0.10 5.02 18.92406 289022 9
0.10 6.30 18.954375 289485 9
0.10 6.77 19.015595 290420 6
0.10 11.74 19.046238 290888 9
0.10 8.21 19.076815 291355 14
0.10 6.50 19.107458 291823 9
0.10 5.44 19.138298 292294 9
0.10 7.37 19.168744 292759 9
0.10 6.02 19.199452 293228 20
0.10 9.19 19.260345 294158 6
0.10 13.62 19.290661 294621 14
0.10 6.26 19.351488 295550 14
0.10 12.39 19.381935 296015 14
0.10 9.29 19.412381 296480 14
0.10 6.90 19.442893 296946 14
0.10 9.16 19.535018 298353 9
0.10 5.53 19.535345 298358 9
0.10 7.93 19.565923 298825 20
0.10 9.53 19.597155 299302 14
0.10 8.01 19.658899 300245 14
0.10 7.05 19.720708 301189 9
0.10 9.59 19.752137 301669 9
0.10 7.97 19.782845 302138 9
0.10 11.51 19.813554 302607 14
0.10 7.20 19.844589 303081 14
0.10 9.18 19.875494 303553 6
0.10 11.40 19.937369 304498 14
0.10 11.22 19.968536 304974 14
0.10 8.70 19.999637 305449 14
0.10 6.22 20.030411 305919 14
0.10 8.75 20.061577 306395 14
0.10 10.66 20.123125 307335 14
0.10 6.30 20.123649 307343 14
0.10 11.56 20.154161 307809 14
0.10 10.75 20.215643 308748 14
0.10 8.80 20.24622 309215 14
0.10 12.82 20.276994 309685 9
0.10 8.80 20.277321 309690 9
0.10 8.61 20.308161 310161 6
0.10 10.72 20.338804 310629 9
0.10 5.95 20.399042 311549 70
0.10 6.39 20.432042 312053 6
0.10 5.01 20.462488 312518 14
0.10 6.86 20.49372 312995 9
0.10 12.31 20.523905 313456 9
0.10 6.27 20.585256 314393 6
0.10 7.75 20.616226 314866 20
0.10 6.60 20.64772 315347 45
0.10 8.46 20.678167 315812 14
0.10 5.07 20.709006 316283 14
0.10 8.45 20.740238 316760 14
0.10 11.20 20.771077 317231 9
0.10 6.25 20.83328 318181 4
0.10 10.70 20.864119 318652 14
0.10 5.13 20.864643 318660 14
0.10 10.64 20.894565 319117 6
0.10 9.68 21.017071 320988 14
0.10 11.88 21.048238 321464 9
0.10 6.53 21.078488 321926 14
0.10 7.69 21.134274 322778 100
0.10 6.93 21.17094 323338 6
0.10 6.30 21.181155 323494 100
0.10 9.08 21.229738 324236 100
0.10 6.18 21.263 324744 14
0.10 11.41 21.293512 325210 14
0.10 5.08 21.299994 325309 70
0.10 6.02 21.324286 325680 30
0.10 9.61 21.354143 326136 6
0.10 5.93 21.369464 326370 100
0.10 9.89 21.384851 326605 9
0.10 10.44 21.415756 327077 14
0.10 7.85 21.446268 327543 14
0.10 7.31 21.465845 327842 70
0.10 5.34 21.47678 328009 9
0.10 7.19 21.517702 328634 45
0.10 13.93 21.569036 329418 14
0.10 9.70 21.59994 329890 14
0.10 6.40 21.618929 330180 70
0.10 11.76 21.630714 330360 14
0.10 5.61 21.631238 330368 14
0.10 7.60 21.661488 330830 14
0.10 6.43 21.691869 331294 4
0.10 10.93 21.722381 331760 14
0.10 8.52 21.752893 332226 9
0.10 5.70 21.75322 332231 9
0.10 6.26 21.813524 333152 4
0.10 6.98 21.823738 333308 100
0.10 9.27 21.844167 333620 9
0.10 9.11 21.874744 334087 9
0.10 8.31 21.905321 334554 6
0.10 7.72 21.917631 334742 100
0.10 13.24 21.936161 335025 14
0.10 11.50 21.966935 335495 14
0.10 9.13 21.997315 335959 9
0.10 10.47 22.027827 336425 14
0.10 7.38 22.104696 337599 150
0.10 9.86 22.179994 338749 14
0.10 6.61 22.240952 339680 6
0.10 6.90 22.301911 340611 14
0.10 12.77 22.332357 341076 14
0.10 10.04 22.362804 341541 14
0.10 5.91 22.392464 341994 20
0.10 9.84 22.422911 342459 9
0.10 9.53 22.483476 343384 14
0.10 10.71 22.513923 343849 9
0.10 10.78 22.543911 344307 14
0.10 6.15 22.604804 345237 14
0.10 9.33 22.634988 345698 9
0.10 13.09 22.665631 346166 9
0.10 6.80 22.665958 346171 9
0.10 12.19 22.696274 346634 20
0.10 10.20 22.726786 347100 14
0.10 12.50 22.757429 347568 14
0.10 7.36 22.849292 348971 6
0.10 14.82 22.879738 349436 20
0.10 6.59 22.909857 349896 3
0.10 6.61 22.97147 350837 9
0.10 6.31 23.002179 351306 9
0.10 5.74 23.034131 351794 45
0.10 5.21 23.063661 352245 4
0.10 9.46 23.094304 352713 9
0.10 5.26 23.094631 352718 9
0.10 12.09 23.125339 353187 14
0.10 6.85 23.155917 353654 6
0.10 13.05 23.217857 354600 14
0.10 5.20 23.234815 354859 9
0.10 13.14 23.248762 355072 9
0.10 11.91 23.279012 355534 6
0.10 8.68 23.309589 356001 9
0.10 5.18 23.349333 356608 4
0.10 8.76 23.401387 357403 9
0.10 5.27 23.432423 357877 14
0.10 9.55 23.462673 358339 9
0.10 8.65 23.493185 358805 9
0.10 5.77 23.584917 360206 2
0.10 6.97 23.64594 361138 14
0.10 7.02 23.676452 361604 14
0.10 5.07 23.706899 362069 4
0.10 8.09 23.737673 362539 3
0.10 10.77 23.768774 363014 14
0.10 5.75 23.800071 363492 6
0.10 8.36 23.861423 364429 14
0.10 5.85 23.923036 365370 9
0.10 8.51 23.954137 365845 14
0.10 5.40 23.985238 366320 20
0.10 5.66 24.015815 366787 45
0.10 11.67 24.046196 367251 9
0.10 5.06 24.04672 367259 14
0.10 6.10 24.076905 367720 14
0.10 8.14 24.10722 368183 14
0.10 6.54 24.137667 368648 6
0.10 5.11 24.168899 369125 6
0.10 11.91 24.19928 369589 14
0.10 10.94 24.229857 370056 14
0.10 5.85 24.353476 371944 30
0.10 7.10 24.383923 372409 14
0.10 11.78 24.4145 372876 14
0.10 5.32 24.451298 373438 70
0.10 5.78 24.507018 374289 14
0.10 9.39 24.5685 375228 9
0.10 6.29 24.660756 376637 9
0.10 6.57 24.691333 377104 4
0.10 5.72 24.722435 377579 4
0.10 6.43 24.753208 378049 20
0.10 8.43 24.814363 378983 14
0.10 6.51 24.87578 379921 14
0.10 6.20 24.906554 380391 6
0.10 8.77 24.936542 380849 9
0.10 9.61 24.967119 381316 14
0.10 5.18 24.967643 381324 14
0.10 5.08 24.997696 381783 20
0.10 6.08 25.058262 382708 6
0.10 6.63 25.089363 383183 9
0.10 7.98 25.119417 383642 30
0.10 5.61 25.12053 383659 30
0.10 5.52 25.150125 384111 4
0.10 7.62 25.180702 384578 9
0.10 8.93 25.27178 385969 14
0.10 9.89 25.302161 386433 14
0.10 6.81 25.332476 386896 9
0.10 12.13 25.362792 387359 14
0.10 5.84 25.423619 388288 9
0.10 12.30 25.453804 388749 14
0.10 8.16 25.514304 389673 14
0.10 5.00 25.544554 390135 14
0.10 5.85 25.574804 390597 14
0.10 5.66 25.635369 391522 70
0.10 7.04 25.665357 391980 14
0.10 8.28 25.695542 392441 14
0.10 5.34 25.740917 393134 2
0.10 8.10 25.755911 393363 14
0.10 9.57 25.816738 394292 6
0.10 8.30 25.846661 394749 14
0.10 7.78 25.876518 395205 6
0.10 5.89 25.906768 395667 6
0.10 6.18 25.937149 396131 20
0.10 7.19 25.967399 396593 20
0.10 5.26 26.027637 397513 14
0.10 7.78 26.05769 397972 14
0.10 5.00 26.134887 399151 100
0.10 8.30 26.148179 399354 14
0.10 5.65 26.20881 400280 6
0.10 8.95 26.26944 401206 14
0.10 7.59 26.329744 402127 14
0.10 10.85 26.360321 402594 14
0.10 8.12 26.369685 402737 70
0.10 6.23 26.390375 403053 9
0.10 7.51 26.418137 403477 100
0.10 7.17 26.481518 404445 14
0.10 10.91 26.511637 404905 9
0.10 7.89 26.557405 405604 150
0.10 7.01 26.572333 405832 9
0.10 9.26 26.6035 406308 45
0.10 5.36 26.633488 406766 14
0.10 7.16 26.654506 407087 100
0.10 8.08 26.694119 407692 9
0.10 6.74 26.702631 407822 100
0.10 6.93 26.724827 408161 14
0.10 9.92 26.752851 408589 100
0.10 6.28 26.75619 408640 100
0.10 7.17 26.803595 409364 100
0.10 6.91 26.855321 410154 70
0.10 10.82 26.907179 410946 20
0.10 6.38 26.937821 411414 9
0.10 6.50 26.958119 411724 100
0.10 8.91 27.008405 412492 100
0.10 7.73 27.030863 412835 14
0.10 5.15 27.058363 413255 70
0.10 7.24 27.093131 413786 6
0.10 5.95 27.104262 413956 45
0.10 13.93 27.154613 414725 14
0.10 5.48 27.203065 415465 70
0.10 8.31 27.215768 415659 9
0.10 9.96 27.246738 416132 14
0.10 7.33 27.277577 416603 4
0.10 5.38 27.293095 416840 150
0.10 6.66 27.308155 417070 9
0.10 10.03 27.338667 417536 45
0.10 6.80 27.340173 417559 45
0.10 6.64 27.369571 418008 9
0.10 6.49 27.400607 418482 4
0.10 6.16 27.431446 418953 4
0.10 8.35 27.462286 419424 9
0.10 9.10 27.523964 420366 9
0.10 6.28 27.555065 420841 14
0.10 6.00 27.585905 421312 9
0.10 6.28 27.616875 421785 14
0.10 7.88 27.678815 422731 9
0.10 5.25 27.709393 423198 9
0.10 6.24 27.740298 423670 14
0.10 5.75 27.77081 424136 14
0.10 6.96 27.801256 424601 6
0.10 9.59 27.862804 425541 6
0.10 5.85 27.893577 426011 6
0.10 5.46 27.955976 426964 14
0.10 6.13 27.986815 427435 3
0.10 7.69 28.017982 427911 3
0.10 6.82 28.04928 428389 6
0.10 5.35 28.142518 429813 9
0.10 5.88 28.172506 430271 45
0.10 8.82 28.204327 430757 20
0.10 6.92 28.234839 431223 9
0.10 9.20 28.296649 432167 14
0.10 11.57 28.358458 433111 6
0.10 5.07 28.38969 433588 6
0.10 8.92 28.420071 434052 14
0.10 10.85 28.450714 434520 9
0.10 7.07 28.451042 434525 9
0.10 5.04 28.481881 434996 14
0.10 5.76 28.543494 435937 14
0.10 10.17 28.574137 436405 14
0.10 5.76 28.605107 436878 6
0.10 6.33 28.635226 437338 14
0.10 5.30 28.665149 437795 4
0.10 13.36 28.725845 438722 9
0.10 10.34 28.756423 439189 6
0.10 9.32 28.786673 439651 9
0.10 6.18 28.787 439656 9
0.10 10.06 28.817054 440115 9
0.10 7.01 28.817381 440120 9
0.10 9.25 28.847762 440584 9
0.10 7.08 28.93969 441988 3
0.10 8.75 28.970202 442454 14
0.10 6.18 29.000649 442919 6
0.10 7.55 29.030899 443381 9
0.10 8.58 29.061935 443855 14
0.10 8.65 29.092185 444317 9
0.10 6.12 29.092512 444322 9
0.10 13.25 29.123286 444792 14
0.10 12.45 29.15406 445262 14
0.10 7.48 29.184702 445730 9
0.10 9.53 29.276958 447139 9
0.10 9.79 29.308125 447615 9
0.10 5.89 29.338506 448079 14
0.10 8.14 29.369149 448547 14
0.10 8.40 29.430369 449482 14
0.10 8.32 29.461274 449954 4
0.10 11.68 29.491262 450412 9
0.10 8.69 29.521905 450880 9
0.10 5.46 29.58306 451814 9
0.10 7.64 29.614095 452288 9
0.10 8.30 29.644411 452751 9
0.10 5.88 29.644738 452756 9
0.10 11.40 29.675315 453223 14
0.10 12.07 29.705827 453689 14
0.10 7.20 29.736339 454155 14
0.10 7.19 29.766655 454618 9
0.10 10.16 29.827351 455545 9
0.10 6.60 29.827679 455550 9
0.10 11.18 29.857536 456006 9
0.10 5.69 29.888179 456474 14
0.10 5.86 29.918363 456935 14
0.10 6.34 29.97906 457862 14
0.10 8.03 30.009048 458320 6
0.10 5.33 30.00931 458324 6
0.10 13.42 30.039756 458789 14
0.10 6.54 30.04028 458797 14
0.10 10.81 30.06994 459250 14
0.10 13.41 30.100387 459715 14
0.10 7.17 30.100911 459723 14
0.10 7.14 30.160494 460633 3
0.10 6.88 30.191202 461102 9
0.10 16.52 30.221649 461567 14
0.10 8.41 30.251637 462025 9
0.10 7.22 30.281952 462488 14
0.10 5.27 30.312202 462950 14
0.10 11.28 30.342256 463409 9
0.10 9.00 30.372571 463872 14
0.10 10.91 30.402887 464335 14
0.10 12.24 30.433202 464798 14
0.10 6.97 30.463649 465263 14
0.10 7.92 30.524214 466188 14
0.10 7.08 30.55453 466651 14
0.10 11.48 30.584911 467115 9
0.10 6.60 30.585238 467120 9
0.10 8.32 30.615226 467578 14
0.10 5.66 30.645476 468040 9
0.10 7.00 30.676054 468507 14
0.10 5.52 30.706238 468968 14
0.10 6.90 30.736357 469428 20
0.10 12.72 30.766673 469891 14
0.10 5.86 30.796792 470351 9
0.10 6.48 30.827173 470815 9
0.10 5.53 30.857554 471279 3
0.10 6.64 30.888327 471749 14
0.10 12.27 30.949548 472684 14
0.10 5.17 30.950071 472692 14
0.10 5.86 30.980256 473153 14
0.10 9.48 31.010964 473622 14
0.10 6.46 31.041476 474088 9
0.10 7.25 31.072315 474559 20
0.10 9.10 31.133143 475488 14
0.10 7.74 31.194232 476421 14
0.10 7.30 31.224744 476887 14
0.10 9.68 31.255976 477364 14
0.10 8.75 31.286881 477836 14
0.10 14.92 31.317982 478311 14
0.10 8.14 31.348952 478784 9
0.10 5.42 31.357988 478922 100
0.10 7.00 31.379923 479257 6
0.10 9.50 31.406637 479665 150
0.10 5.04 31.451226 480346 100
0.10 6.71 31.548655 481834 100
0.10 5.17 31.564696 482079 6
0.10 9.28 31.594292 482531 45
0.10 5.33 31.597696 482583 100
0.10 6.27 31.62631 483020 4
0.10 6.10 31.64975 483378 70
0.10 5.14 31.657149 483491 9
0.10 11.12 31.688512 483970 14
0.10 5.44 31.750714 484920 45
0.10 8.09 31.780571 485376 14
0.10 5.09 31.800542 485681 30
0.10 7.66 31.811083 485842 14
0.10 5.52 31.841595 486308 6
0.10 5.45 31.853446 486489 70
0.10 12.38 31.872565 486781 9
0.10 10.28 31.903012 487246 14
0.10 6.92 31.933524 487712 6
0.10 6.26 31.95703 488071 100
0.10 6.49 32.00319 488776 100
0.10 13.02 32.05675 489594 14
0.10 12.14 32.087393 490062 9
0.10 7.07 32.118036 490530 9
0.10 7.61 32.142196 490899 100
0.10 5.80 32.191304 491649 20
0.10 7.93 32.209506 491927 9
0.10 10.63 32.240542 492401 70
0.10 5.53 32.300649 493319 9
0.10 5.07 32.361673 494251 2
0.10 6.90 32.392119 494716 14
0.10 10.67 32.422369 495178 6
0.10 5.26 32.45275 495642 9
0.10 9.39 32.573226 497482 9
0.10 5.55 32.633464 498402 14
0.10 10.03 32.663518 498861 14
0.10 7.29 32.693506 499319 9
0.10 6.53 32.723952 499784 6
0.10 6.81 32.754006 500243 9
0.10 6.47 32.784321 500706 14
0.10 7.32 32.844625 501627 6
0.10 6.62 32.935179 503010 14
0.10 10.89 32.965298 503470 14
0.10 8.15 32.995351 503929 9
0.10 5.94 33.025536 504390 14
0.10 6.62 33.085643 505308 14
0.10 5.71 33.115565 505765 14
0.10 11.72 33.145357 506220 9
0.10 7.45 33.175411 506679 14
0.10 9.69 33.205333 507136 14
0.10 7.33 33.235256 507593 14
0.10 5.64 33.265179 508050 14
0.10 6.33 33.295036 508506 14
0.10 9.52 33.325155 508966 14
0.10 5.64 33.325679 508974 14
0.10 5.35 33.355667 509432 9
0.10 11.69 33.385851 509893 14
0.10 5.22 33.415905 510352 6
0.10 8.41 33.506524 511736 6
0.10 7.83 33.536381 512192 9
0.10 5.42 33.566238 512648 9
0.10 6.51 33.596357 513108 9
0.10 8.22 33.626411 513567 20
0.10 5.07 33.656399 514025 9
0.10 8.41 33.716899 514949 14
0.10 5.19 33.726982 515103 45
0.10 8.25 33.777399 515873 9
0.10 5.45 33.777726 515878 9
0.10 8.38 33.80778 516337 9
0.10 7.57 33.83803 516799 6
0.10 12.07 33.868673 517267 9
0.10 7.04 33.898464 517722 9
0.10 8.55 33.928714 518184 9
0.10 5.28 33.960274 518666 45
0.10 8.71 34.050107 520038 14
0.10 8.11 34.080488 520502 14
0.10 9.92 34.171696 521895 9
0.10 5.98 34.172024 521900 9
0.10 6.08 34.201946 522357 4
0.10 12.22 34.232655 522826 14
0.10 6.86 34.262905 523288 9
0.10 8.26 34.293482 523755 14
0.10 5.47 34.295185 523781 2
0.10 6.64 34.354113 524681 6
0.10 6.74 34.384494 525145 9
0.10 8.74 34.414744 525607 6
0.10 5.26 34.445125 526071 9
0.10 11.78 34.475702 526538 9
0.10 6.33 34.56619 527920 9
0.10 5.92 34.595131 528362 70
0.10 7.60 34.627018 528849 14
0.10 7.60 34.718488 530246 14
0.10 8.67 34.748804 530709 9
0.10 11.53 34.779512 531178 9
0.10 9.77 34.809893 531642 14
0.10 5.77 34.840143 532104 4
0.10 5.93 34.932006 533507 9
0.10 9.93 34.993619 534448 14
0.10 8.64 35.116845 536330 9
0.10 5.25 35.117173 536335 9
0.10 8.41 35.148077 536807 6
0.10 5.91 35.178524 537272 14
0.10 7.26 35.209298 537742 14
0.10 9.78 35.301226 539146 14
0.10 7.72 35.363036 540090 14
0.10 10.40 35.39381 540560 9
0.10 7.17 35.48731 541988 14
0.10 7.73 35.518411 542463 4
0.10 6.82 35.549185 542933 14
0.10 6.10 35.580024 543404 9
0.10 7.54 35.672083 544810 9
0.10 6.48 35.702988 545282 9
0.10 8.28 35.733369 545746 9
0.10 5.74 35.733696 545751 9
0.10 6.22 35.764601 546223 9
0.10 5.78 35.795113 546689 3
0.10 9.02 35.826214 547164 6
0.10 7.25 35.85725 547638 9
0.10 6.99 35.888482 548115 14
0.10 10.67 35.919125 548583 9
0.10 10.74 35.949768 549051 9
0.10 6.63 35.980411 549519 9
0.10 5.79 36.042024 550460 6
0.10 13.12 36.072732 550929 9
0.10 5.74 36.103244 551395 20
0.10 7.50 36.194583 552790 6
0.10 8.10 36.225226 553258 9
0.10 5.58 36.225554 553263 9
0.10 7.26 36.255869 553726 14
0.10 5.48 36.286512 554194 14
0.10 11.69 36.439792 556535 14
0.10 8.28 36.470238 557000 9
0.10 10.47 36.501012 557470 9
0.10 6.34 36.563149 558419 30
0.10 5.55 36.596673 558931 100
0.10 12.59 36.624173 559351 14
0.10 7.47 36.643357 559644 100
0.10 7.72 36.654554 559815 9
0.10 6.99 36.689125 560343 150
0.10 9.65 36.716232 560757 9
0.10 5.04 36.776863 561683 9
0.10 10.69 36.807375 562149 14
0.10 10.61 36.83756 562610 9
0.10 5.14 36.868071 563076 4
0.10 5.77 36.881952 563288 20
0.10 5.85 36.934988 564098 100
0.10 6.90 36.98894 564922 70
0.10 5.11 37.012185 565277 30
0.10 8.27 37.020958 565411 4
0.10 5.71 37.08231 566348 20
0.10 5.96 37.08853 566443 70
0.10 7.92 37.14078 567241 100
0.10 5.53 37.189756 567989 70
0.10 5.33 37.236048 568696 45
0.10 5.05 37.294583 569590 20
0.10 6.13 37.333149 570179 100
0.10 7.26 37.35456 570506 9
0.10 5.06 37.354887 570511 9
0.10 7.24 37.380292 570899 100
0.10 5.08 37.385333 570976 9
0.10 8.00 37.415321 571434 9
0.10 6.51 37.426649 571607 70
0.10 7.08 37.474905 572344 100
0.10 7.50 37.506661 572829 9
0.10 13.46 37.5375 573300 14
0.10 5.49 37.538024 573308 14
0.10 6.45 37.567815 573763 9
0.10 6.56 37.721226 576106 20
0.10 6.62 37.781857 577032 20
0.10 5.61 37.811387 577483 100
0.10 10.79 37.843143 577968 9
0.10 6.78 37.84347 577973 9
0.10 9.79 37.873851 578437 9
0.10 11.64 37.965649 579839 9
0.10 8.69 37.996423 580309 9
0.10 6.65 38.027262 580780 14
0.10 11.77 38.119125 582183 14
0.10 7.64 38.149571 582648 6
0.10 8.76 38.180149 583115 9
0.10 5.15 38.332185 585437 9
0.10 7.64 38.362696 585903 14
0.10 7.81 38.423327 586829 9
0.10 12.26 38.454036 587298 14
0.10 5.55 38.45456 587306 14
0.10 9.08 38.51506 588230 9
0.10 10.65 38.545506 588695 9
0.10 6.41 38.545833 588700 9
0.10 7.08 38.575887 589159 6
0.10 7.08 38.606399 589625 9
0.10 10.25 38.63678 590089 14
0.10 5.10 38.66703 590551 14
0.10 10.17 38.697411 591015 9
0.10 7.26 38.757976 591940 9
0.10 9.70 38.788292 592403 9
0.10 11.27 38.818935 592871 14
0.10 5.80 38.830262 593044 100
0.10 7.03 38.849381 593336 14
0.10 10.01 38.880155 593806 20
0.10 5.85 38.910798 594274 14
0.10 7.18 38.941048 594736 6
0.10 10.36 38.971756 595205 9
0.10 5.65 38.972083 595210 9
0.10 9.10 39.002399 595673 9
0.10 6.23 39.032976 596140 9
0.10 7.20 39.063815 596611 14
0.10 9.09 39.155286 598008 9
0.10 5.18 39.217226 598954 20
0.10 10.34 39.248458 599431 14
0.10 8.19 39.27956 599906 14
0.10 5.96 39.311381 600392 150
0.10 6.01 39.341435 600851 4
0.10 10.82 39.372929 601332 14
0.10 10.01 39.403899 601805 9
0.10 11.29 39.434869 602278 9
0.10 6.52 39.435196 602283 9
0.10 5.26 39.496286 603216 6
0.10 11.11 39.52719 603688 9
0.10 9.67 39.55803 604159 9
0.10 10.03 39.588411 604623 14
0.10 9.21 39.649631 605558 14
0.10 8.93 39.680012 606022 14
0.10 5.68 39.741429 606960 9
0.10 7.12 39.832899 608357 6
0.10 6.63 39.89353 609283 3
0.10 5.16 39.923845 609746 3
0.10 7.23 39.984869 610678 14
